sku_id,competitor_name,competitor_price,date,our_avg_price,price_gap,price_gap_pct,price_position
SKU_1001,MarketLeader,206.35,2025-01-06,193.7595890410959,-12.590410958904101,-6.1014833820712875,Discount
SKU_1001,DiscouterPlace,182.38,2025-01-06,193.7595890410959,11.379589041095898,6.239493936339454,Premium
SKU_1001,PremiumHub,195.99,2025-01-06,193.7595890410959,-2.230410958904116,-1.1380228373407397,Market Parity
SKU_1001,MarketLeader,197.72,2025-01-13,193.7595890410959,-3.960410958904106,-2.0030401370140125,Market Parity
SKU_1001,DiscouterPlace,221.41,2025-01-13,193.7595890410959,-27.650410958904104,-12.488329776841201,Discount
SKU_1001,PremiumHub,168.87,2025-01-13,193.7595890410959,24.88958904109589,14.738905099245509,Premium
SKU_1001,MarketLeader,179.37,2025-01-20,193.7595890410959,14.389589041095888,8.022294163514461,Premium
SKU_1001,DiscouterPlace,200.0,2025-01-20,193.7595890410959,-6.240410958904107,-3.1202054794520535,Market Parity
SKU_1001,PremiumHub,169.23,2025-01-20,193.7595890410959,24.529589041095903,14.49482304620688,Premium
SKU_1001,MarketLeader,195.35,2025-01-27,193.7595890410959,-1.5904109589041013,-0.8141340972122352,Market Parity
SKU_1001,DiscouterPlace,195.88,2025-01-27,193.7595890410959,-2.1204109589041025,-1.0825050841862889,Market Parity
SKU_1001,PremiumHub,201.5,2025-01-27,193.7595890410959,-7.740410958904107,-3.8413950168258597,Market Parity
SKU_1001,MarketLeader,207.34,2025-02-03,193.7595890410959,-13.58041095890411,-6.549826834621449,Discount
SKU_1001,DiscouterPlace,196.68,2025-02-03,193.7595890410959,-2.920410958904114,-1.4848540567948514,Market Parity
SKU_1001,PremiumHub,200.01,2025-02-03,193.7595890410959,-6.250410958904098,-3.1250492269906998,Market Parity
SKU_1001,MarketLeader,202.74,2025-02-10,193.7595890410959,-8.980410958904116,-4.429521041187785,Market Parity
SKU_1001,DiscouterPlace,173.96,2025-02-10,193.7595890410959,19.799589041095885,11.381690642156752,Premium
SKU_1001,PremiumHub,168.59,2025-02-10,193.7595890410959,25.16958904109589,14.929467371193955,Premium
SKU_1001,MarketLeader,165.85,2025-02-17,193.7595890410959,27.9095890410959,16.82821166180036,Premium
SKU_1001,DiscouterPlace,211.78,2025-02-17,193.7595890410959,-18.020410958904108,-8.509023967751492,Discount
SKU_1001,PremiumHub,180.86,2025-02-17,193.7595890410959,12.89958904109588,7.132361517801547,Premium
SKU_1001,MarketLeader,183.08,2025-02-24,193.7595890410959,10.67958904109588,5.833290933524077,Premium
SKU_1001,DiscouterPlace,216.49,2025-02-24,193.7595890410959,-22.730410958904116,-10.499520051228286,Discount
SKU_1001,PremiumHub,187.09,2025-02-24,193.7595890410959,6.66958904109589,3.5649094238579773,Market Parity
SKU_1001,MarketLeader,216.28,2025-03-03,193.7595890410959,-22.520410958904108,-10.412618346081057,Discount
SKU_1001,DiscouterPlace,173.01,2025-03-03,193.7595890410959,20.749589041095902,11.993288850988904,Premium
SKU_1001,PremiumHub,194.3,2025-03-03,193.7595890410959,-0.5404109589041184,-0.27813224853531565,Market Parity
SKU_1001,MarketLeader,187.73,2025-03-10,193.7595890410959,6.029589041095903,3.2118409636690477,Market Parity
SKU_1001,DiscouterPlace,192.23,2025-03-10,193.7595890410959,1.5295890410959032,0.7957077673078621,Market Parity
SKU_1001,PremiumHub,169.31,2025-03-10,193.7595890410959,24.44958904109589,14.440723549167734,Premium
SKU_1001,MarketLeader,174.35,2025-03-17,193.7595890410959,19.4095890410959,11.132543183880642,Premium
SKU_1001,DiscouterPlace,202.05,2025-03-17,193.7595890410959,-8.290410958904118,-4.103148210296519,Market Parity
SKU_1001,PremiumHub,187.04,2025-03-17,193.7595890410959,6.719589041095901,3.592594654135961,Market Parity
SKU_1001,MarketLeader,173.23,2025-03-24,193.7595890410959,20.529589041095903,11.851058731799286,Premium
SKU_1001,DiscouterPlace,198.99,2025-03-24,193.7595890410959,-5.230410958904116,-2.628479299916637,Market Parity
SKU_1001,PremiumHub,186.61,2025-03-24,193.7595890410959,7.149589041095879,3.8313000595337225,Market Parity
SKU_1001,MarketLeader,185.29,2025-03-31,193.7595890410959,8.469589041095901,4.570990901341627,Market Parity
SKU_1001,DiscouterPlace,171.09,2025-03-31,193.7595890410959,22.66958904109589,13.250095880002274,Premium
SKU_1001,PremiumHub,203.49,2025-03-31,193.7595890410959,-9.730410958904116,-4.781763702837543,Market Parity
SKU_1001,MarketLeader,187.52,2025-04-07,193.7595890410959,6.239589041095883,3.3274258964888457,Market Parity
SKU_1001,DiscouterPlace,200.61,2025-04-07,193.7595890410959,-6.850410958904121,-3.4147903688271373,Market Parity
SKU_1001,PremiumHub,214.56,2025-04-07,193.7595890410959,-20.80041095890411,-9.694449552061945,Discount
SKU_1001,MarketLeader,192.01,2025-04-14,193.7595890410959,1.749589041095902,0.911196834069008,Market Parity
SKU_1001,DiscouterPlace,203.25,2025-04-14,193.7595890410959,-9.490410958904107,-4.669328885069671,Market Parity
SKU_1001,PremiumHub,174.5,2025-04-14,193.7595890410959,19.259589041095893,11.037013777132316,Premium
SKU_1001,MarketLeader,195.65,2025-04-21,193.7595890410959,-1.8904109589041127,-0.9662207814485626,Market Parity
SKU_1001,DiscouterPlace,218.14,2025-04-21,193.7595890410959,-24.380410958904093,-11.176497184791462,Discount
SKU_1001,PremiumHub,178.2,2025-04-21,193.7595890410959,15.559589041095904,8.731531448426434,Premium
SKU_1001,MarketLeader,192.01,2025-04-28,193.7595890410959,1.749589041095902,0.911196834069008,Market Parity
SKU_1001,DiscouterPlace,185.11,2025-04-28,193.7595890410959,8.64958904109588,4.672675188318232,Market Parity
SKU_1001,PremiumHub,202.16,2025-04-28,193.7595890410959,-8.400410958904104,-4.155327937724626,Market Parity
SKU_1001,MarketLeader,164.8,2025-05-05,193.7595890410959,28.95958904109588,17.572566165713518,Premium
SKU_1001,DiscouterPlace,221.11,2025-05-05,193.7595890410959,-27.35041095890412,-12.369594753246854,Discount
SKU_1001,PremiumHub,192.99,2025-05-05,193.7595890410959,0.7695890410958839,0.3987714602289672,Market Parity
SKU_1001,MarketLeader,168.18,2025-05-12,193.7595890410959,25.579589041095886,15.209649804433276,Premium
SKU_1001,DiscouterPlace,221.97,2025-05-12,193.7595890410959,-28.210410958904106,-12.709109771097044,Discount
SKU_1001,PremiumHub,183.21,2025-05-12,193.7595890410959,10.549589041095885,5.758194989954634,Premium
SKU_1001,MarketLeader,194.86,2025-05-19,193.7595890410959,-1.1004109589041207,-0.5647187513620654,Market Parity
SKU_1001,DiscouterPlace,185.33,2025-05-19,193.7595890410959,8.42958904109588,4.548421216800238,Market Parity
SKU_1001,PremiumHub,215.42,2025-05-19,193.7595890410959,-21.660410958904095,-10.054967486261301,Discount
SKU_1001,MarketLeader,200.5,2025-05-26,193.7595890410959,-6.740410958904107,-3.36180097700953,Market Parity
SKU_1001,DiscouterPlace,195.47,2025-05-26,193.7595890410959,-1.7104109589041059,-0.8750247909674661,Market Parity
SKU_1001,PremiumHub,216.39,2025-05-26,193.7595890410959,-22.630410958904093,-10.458159322937332,Discount
SKU_1001,MarketLeader,196.01,2025-06-02,193.7595890410959,-2.250410958904098,-1.1481102795286455,Market Parity
SKU_1001,DiscouterPlace,179.11,2025-06-02,193.7595890410959,14.64958904109588,8.179101692309686,Premium
SKU_1001,PremiumHub,184.57,2025-06-02,193.7595890410959,9.1895890410959,4.978918047947066,Market Parity
SKU_1001,MarketLeader,168.99,2025-06-09,193.7595890410959,24.769589041095884,14.65742886626184,Premium
SKU_1001,DiscouterPlace,170.55,2025-06-09,193.7595890410959,23.20958904109588,13.608671381469293,Premium
SKU_1001,PremiumHub,213.29,2025-06-09,193.7595890410959,-19.5304109589041,-9.156740099819073,Discount
SKU_1001,MarketLeader,198.58,2025-06-16,193.7595890410959,-4.8204109589041195,-2.427440305621976,Market Parity
SKU_1001,DiscouterPlace,166.4,2025-06-16,193.7595890410959,27.359589041095887,16.44206072181243,Premium
SKU_1001,PremiumHub,217.49,2025-06-16,193.7595890410959,-23.730410958904116,-10.911035431010214,Discount
SKU_1001,MarketLeader,210.93,2025-06-23,193.7595890410959,-17.170410958904114,-8.140336110986638,Discount
